Student_ID,Age,Department,Electronics,Programming,Database,Data Science,Mathematics,DSA,Gender,CGPA
S05567,21,CSE,79,60,31,66,62,45,Male,8.32
S05568,24,CSE,43,39,78,55,75,83,Male,7.33
S05569,18,CSE,36,75,56,51,54,88,Male,7.43
S05570,19,CSE,87,76,67,31,74,74,Female,7.85
S05571,18,CSE,61,96,72,81,98,74,Female,6.19
S05572,19,CSE,81,83,66,78,78,31,Male,9.7
S05573,18,CSE,48,67,93,51,81,74,Female,6.78
S05574,23,CSE,76,60,40,77,47,54,Male,8.96
S05575,22,CSE,40,66,52,55,75,84,Male,8.15
S05576,19,CSE,99,74,71,92,69,94,Female,8.08
S05577,20,CSE,92,58,56,54,55,38,Female,6.03
S05578,18,CSE,95,98,62,78,61,81,Male,8.76
S05579,22,CSE,67,41,86,31,69,81,Female,7.79
S05580,24,CSE,72,74,96,93,57,66,Female,8.5
S05581,20,CSE,83,51,41,37,42,75,Female,6.03
S05582,20,CSE,96,61,93,72,33,79,Female,8.22
S05583,21,CSE,65,76,79,59,71,98,Female,6.46
S05584,22,CSE,69,39,77,58,69,42,Male,7.3
S05585,23,CSE,86,98,79,89,58,77,Male,8.17
S05586,23,CSE,42,90,99,89,96,51,Female,7.93
S05587,21,CSE,97,53,91,32,42,67,Male,5.09
S05588,20,CSE,83,89,85,65,65,93,Male,9.77
S05589,18,CSE,52,38,86,50,48,82,Male,6.75
S05590,20,CSE,68,92,60,61,61,46,Female,9.02
S05591,24,CSE,34,31,96,89,95,63,Male,5.81
S05592,22,CSE,54,32,40,85,44,62,Male,8.3
S05593,23,CSE,33,87,56,56,89,55,Male,7.65
S05594,24,CSE,50,85,49,30,52,84,Female,9.44
S05595,20,CSE,99,72,78,98,68,77,Female,7.45
S05596,18,CSE,59,97,92,81,73,35,Male,8.83
S05597,18,CSE,80,36,84,69,80,98,Female,6.92
S05598,19,CSE,80,78,70,77,55,85,Male,6.99
S05599,24,CSE,75,45,52,37,84,65,Male,8.3
S05600,20,CSE,72,39,69,85,46,88,Male,7.28
S05601,18,CSE,67,80,34,39,76,80,Male,8.45
S05602,23,CSE,72,87,98,31,65,49,Female,7.57
S05603,21,CSE,64,94,64,74,97,30,Female,6.16
S05604,21,CSE,55,89,59,38,83,36,Male,8.93
S05605,19,CSE,63,50,44,82,47,93,Male,7.74
S05606,20,CSE,48,54,45,33,74,30,Female,9.86
S05607,23,CSE,66,63,40,36,56,69,Female,5.74
S05608,20,CSE,97,90,50,76,78,40,Male,7.13
S05609,18,CSE,73,90,96,45,57,30,Male,7.96
S05610,18,CSE,68,39,55,46,76,39,Male,7.87
S05611,22,CSE,81,47,37,70,95,61,Male,9.69
S05612,24,CSE,62,54,47,97,52,96,Female,7.73
S05613,22,CSE,75,38,41,79,32,69,Female,5.11
S05614,22,CSE,48,90,55,47,63,41,Male,5.81
S05615,18,CSE,78,94,55,53,34,30,Male,9.62
S05616,24,CSE,68,64,38,54,39,74,Male,7.16
S05617,19,CSE,56,65,59,73,77,81,Female,9.06
S05618,24,CSE,34,32,80,95,52,49,Male,7.33
S05619,20,CSE,76,92,70,91,31,48,Female,8.64
S05620,23,CSE,59,33,33,57,80,39,Male,6.69
S05621,20,CSE,85,33,63,45,54,67,Female,5.51
S05622,18,CSE,75,32,82,86,30,45,Female,8.32
S05623,20,CSE,98,95,85,76,61,80,Male,9.79
S05624,19,CSE,62,78,77,51,88,90,Female,6.74
S05625,21,CSE,36,33,60,62,40,44,Female,5.25
S05626,20,CSE,56,95,71,57,97,49,Female,5.24
S05627,19,CSE,40,31,58,98,83,89,Female,8.52
S05628,22,CSE,65,73,81,80,76,33,Female,5.11
S05629,23,CSE,40,53,80,93,79,34,Male,8.15
S05630,21,CSE,72,84,52,77,95,60,Male,5.74
S05631,23,CSE,90,48,48,95,97,75,Female,6.26
S05632,23,CSE,94,68,91,74,90,99,Male,5.42
S05633,21,CSE,94,51,89,36,70,64,Male,7.78
S05634,21,CSE,82,70,98,62,60,54,Male,6.12
S05635,18,CSE,82,35,53,51,41,96,Female,7.48
S05636,24,CSE,58,50,50,55,92,73,Female,8.37
S05637,21,CSE,97,88,32,60,54,44,Male,7.95
S05638,23,CSE,70,36,99,54,91,75,Male,8.55
S05639,19,CSE,52,46,64,53,60,92,Male,8.4
S05640,23,CSE,84,35,84,87,80,80,Male,9.61
S05641,23,CSE,91,91,73,40,34,90,Female,5.33
S05642,22,CSE,81,54,34,51,89,87,Male,9.78
S05643,23,CSE,84,99,60,70,61,68,Male,5.74
S05644,23,CSE,61,37,64,58,81,92,Female,5.33
S05645,24,CSE,60,52,33,31,86,58,Female,8.83
S05646,18,CSE,55,56,38,41,37,34,Female,5.36
S05647,18,CSE,57,77,77,31,54,71,Male,7.54
S05648,23,CSE,57,85,91,74,72,72,Male,6.0
S05649,23,CSE,61,35,59,87,58,59,Male,9.59
S05650,22,CSE,56,56,54,45,86,49,Female,9.62
S05651,18,CSE,87,35,69,92,96,66,Male,9.96
S05652,21,CSE,59,82,71,43,79,87,Male,6.87
S05653,19,CSE,38,88,44,33,54,38,Female,5.48
S05654,24,CSE,97,93,34,88,50,79,Male,9.13
S05655,23,CSE,79,64,91,79,95,70,Female,7.14
S05656,22,CSE,41,79,93,53,76,76,Female,9.99
S05657,18,CSE,55,43,97,75,67,96,Female,6.98
S05658,20,CSE,84,34,96,34,62,32,Female,8.84
S05659,22,CSE,58,88,77,98,85,76,Female,9.61
S05660,24,CSE,50,74,60,90,70,82,Female,5.06
S05661,20,CSE,92,65,44,99,95,39,Female,5.04
S05662,24,CSE,91,57,90,76,63,58,Male,7.45
S05663,22,CSE,48,41,71,52,43,71,Male,6.34
S05664,22,CSE,69,94,92,94,39,69,Female,6.88
S05665,19,CSE,41,62,50,79,96,45,Male,9.22
S05666,22,CSE,52,93,45,59,58,85,Female,7.16
S05667,23,CSE,48,77,59,71,62,56,Male,8.59
S05668,18,CSE,65,94,39,81,40,44,Male,5.85
S05669,21,CSE,57,97,80,80,93,87,Male,9.38
S05670,22,CSE,77,46,98,77,34,32,Male,6.13
S05671,23,CSE,40,78,41,89,97,43,Male,8.49
S05672,23,CSE,68,67,66,44,66,36,Female,5.92
S05673,24,CSE,35,73,37,30,33,81,Male,9.37
S05674,20,CSE,60,67,66,31,41,35,Female,9.12
S05675,23,CSE,99,66,94,48,46,38,Male,7.91
S05676,22,CSE,92,44,64,40,95,74,Male,9.76
S05677,21,CSE,45,71,32,93,88,65,Male,7.52
S05678,18,CSE,83,71,50,97,95,80,Male,6.45
S05679,19,CSE,99,48,72,55,61,68,Female,5.01
S05680,21,CSE,77,56,63,48,34,54,Female,8.58
S05681,22,CSE,56,67,94,31,70,53,Male,9.48
S05682,19,CSE,89,78,78,69,96,44,Female,6.43
S05683,22,CSE,54,90,94,77,74,44,Male,5.96
S05684,21,CSE,53,90,60,56,53,79,Male,8.68
S05685,20,CSE,66,45,51,89,40,43,Male,8.12
S05686,22,CSE,37,65,98,89,78,66,Female,5.67
S05687,23,CSE,34,51,64,62,61,97,Male,7.37
S05688,22,CSE,85,49,52,73,87,47,Male,5.72
S05689,18,CSE,74,70,37,34,90,92,Male,8.36
S05690,19,CSE,91,82,72,87,99,67,Male,7.01
S05691,20,CSE,95,69,34,88,98,62,Female,7.06
S05692,19,CSE,43,53,81,79,95,98,Male,7.26
S05693,20,CSE,81,95,94,52,72,85,Female,9.26
S05694,18,CSE,33,56,30,36,88,46,Female,6.3
S05695,21,CSE,99,74,74,50,55,36,Female,6.51
S05696,19,CSE,64,50,59,33,57,46,Female,5.75
S05697,21,CSE,79,66,67,61,94,88,Female,8.91
S05698,22,CSE,93,72,65,41,70,65,Male,9.47
S05699,19,CSE,44,93,48,71,90,44,Male,5.58
S05700,18,CSE,51,49,49,87,42,91,Male,7.54
S05701,20,CSE,79,40,92,35,57,32,Female,9.72
S05702,22,CSE,96,88,35,95,99,80,Female,6.27
S05703,18,CSE,50,62,43,88,31,68,Male,6.88
S05704,19,CSE,41,84,77,81,40,73,Female,6.41
S05705,22,CSE,70,53,92,50,52,68,Female,9.85
S05706,23,CSE,35,74,79,41,63,48,Female,7.98
S05707,22,CSE,95,72,60,57,69,72,Male,7.09
S05708,22,CSE,74,94,31,85,66,62,Female,7.43
S05709,23,CSE,39,89,60,34,99,59,Male,6.05
S05710,24,CSE,91,37,69,62,65,33,Female,6.32
S05711,21,CSE,38,33,70,89,85,65,Female,6.9
S05712,19,CSE,50,44,65,40,58,62,Female,9.46
S05713,19,CSE,86,92,43,54,84,76,Female,6.37
S05714,20,CSE,32,63,47,74,80,79,Male,5.23
S05715,23,CSE,31,78,50,38,36,76,Male,5.67
S05716,21,CSE,78,88,62,95,50,82,Male,5.38
S05717,23,CSE,76,37,35,44,99,88,Male,9.36
S05718,22,CSE,72,87,93,74,86,97,Female,9.87
S05719,20,CSE,48,45,68,91,79,47,Female,8.44
S05720,22,CSE,50,34,46,62,73,81,Male,7.41
S05721,19,CSE,79,30,68,38,77,37,Male,7.32
S05722,18,CSE,80,82,30,63,79,35,Female,7.72
S05723,19,CSE,48,31,81,95,61,86,Male,8.44
S05724,19,CSE,64,97,65,89,98,58,Female,7.4
S05725,22,CSE,62,45,79,46,44,54,Female,8.8
S05726,23,CSE,92,81,52,37,48,35,Female,5.95
S05727,20,CSE,33,97,68,38,97,55,Male,7.0
S05728,19,CSE,67,41,50,37,46,34,Female,5.56
S05729,19,CSE,49,66,85,76,74,61,Female,7.21
S05730,21,CSE,74,42,82,49,73,63,Female,9.82
S05731,23,CSE,43,56,57,66,52,57,Male,7.46
S05732,24,CSE,39,47,99,48,32,69,Female,7.0
S05733,24,CSE,45,32,66,71,68,32,Female,8.4
S05734,20,CSE,47,55,60,81,94,72,Male,7.98
S05735,19,CSE,86,42,53,67,46,92,Female,8.63
S05736,22,CSE,36,49,67,62,44,47,Male,6.54
S05737,21,CSE,35,92,98,44,49,46,Female,5.7
S05738,22,CSE,65,72,88,75,42,52,Female,8.61
S05739,18,CSE,60,31,51,79,50,30,Female,8.16
S05740,24,CSE,46,47,68,94,31,99,Female,5.41
S05741,22,CSE,37,79,42,55,92,45,Female,6.22
S05742,20,CSE,93,66,54,82,77,80,Male,7.23
S05743,18,CSE,66,32,40,99,67,61,Female,8.24
S05744,22,CSE,65,69,40,57,62,91,Male,9.06
S05745,23,CSE,30,32,80,81,36,59,Male,6.14
S05746,20,CSE,58,46,66,31,63,56,Male,7.73
S05747,24,CSE,43,97,80,97,36,66,Female,7.05
S05748,21,CSE,64,45,44,83,63,75,Female,7.47
S05749,21,CSE,67,58,61,80,72,57,Female,7.6
S05750,19,CSE,52,61,39,35,50,64,Female,7.95
S05751,21,CSE,57,91,31,56,37,65,Female,8.07
S05752,19,CSE,83,63,68,97,50,90,Female,7.86
S05753,18,CSE,58,68,72,70,64,66,Female,7.7
S05754,22,CSE,77,67,59,97,96,55,Female,5.22
S05755,23,CSE,89,42,79,36,83,60,Male,5.87
S05756,24,CSE,65,45,71,54,50,77,Male,9.25
S05757,22,CSE,65,65,52,76,31,81,Male,5.08
S05758,23,CSE,79,86,97,65,93,63,Female,6.16
S05759,20,CSE,70,76,66,91,48,46,Male,9.68
S05760,20,CSE,84,34,74,95,76,45,Male,6.23
S05761,23,CSE,97,78,73,82,65,87,Male,5.49
S05762,21,CSE,37,60,95,85,81,61,Male,9.08
S05763,20,CSE,68,79,52,90,49,68,Female,9.59
S05764,22,CSE,36,36,79,97,63,64,Male,7.17
S05765,23,CSE,78,95,99,86,82,40,Male,5.43
S05766,19,CSE,96,54,55,87,35,73,Female,9.94
S05767,19,CSE,52,86,32,53,88,94,Male,9.63
S05768,22,CSE,56,61,95,89,72,62,Male,5.69
S05769,21,CSE,61,30,73,66,67,41,Male,5.85
S05770,20,CSE,58,70,68,38,91,95,Female,5.8
S05771,23,CSE,88,47,96,46,59,79,Male,5.23
S05772,23,CSE,89,61,67,49,96,45,Female,8.64
S05773,23,CSE,98,84,45,62,82,71,Female,9.83
S05774,23,CSE,88,54,77,69,79,40,Male,5.75
S05775,18,CSE,37,65,31,36,36,72,Female,8.64
S05776,20,CSE,36,58,89,33,75,43,Female,5.34
S05777,18,CSE,31,77,89,51,72,50,Male,9.84
S05778,19,CSE,83,45,31,84,33,64,Male,7.32
S05779,20,CSE,39,78,61,89,85,37,Male,7.77
S05780,23,CSE,71,48,79,55,83,31,Female,7.5
S05781,22,CSE,89,67,46,81,71,69,Male,7.38
S05782,20,CSE,71,61,70,43,82,47,Female,5.75
S05783,22,CSE,99,72,62,53,30,40,Female,7.06
S05784,19,CSE,83,34,57,60,50,79,Female,5.94
S05785,23,CSE,76,36,55,59,71,61,Male,8.23
S05786,20,CSE,35,67,68,76,62,61,Male,7.99
S05787,18,CSE,89,70,85,59,98,32,Female,8.62
S05788,22,CSE,88,57,54,61,68,96,Male,6.4
S05789,23,CSE,49,81,97,87,47,37,Female,9.73
S05790,24,CSE,90,75,77,56,37,33,Female,6.75
S05791,18,CSE,76,59,33,59,95,80,Female,8.38
S05792,22,CSE,86,72,50,58,76,68,Male,8.82
S05793,21,CSE,47,91,85,63,65,77,Female,7.88
S05794,18,CSE,50,88,46,70,33,66,Male,7.99
S05795,21,CSE,78,30,66,91,35,89,Male,8.02
S05796,22,CSE,36,30,71,65,83,69,Female,8.07
S05797,23,CSE,75,73,72,60,77,37,Female,9.88
S05798,18,CSE,94,53,64,73,74,87,Male,5.99
S05799,19,CSE,47,67,60,72,63,89,Female,7.18
S05800,22,CSE,37,57,60,85,47,76,Male,5.45
S05801,20,CSE,42,97,54,69,55,35,Female,7.11
S05802,24,CSE,64,69,83,34,97,47,Male,9.51
S05803,18,CSE,53,89,75,56,39,90,Male,5.28
S05804,20,CSE,82,84,95,89,65,49,Male,8.16
S05805,21,CSE,41,90,65,91,76,61,Male,6.78
S05806,19,CSE,78,54,39,51,44,79,Male,5.15
S05807,20,CSE,66,75,39,55,75,47,Female,6.81
S05808,21,CSE,48,46,94,71,75,32,Female,9.5
S05809,20,CSE,90,94,36,48,73,81,Female,6.87
S05810,23,CSE,33,32,32,79,64,32,Male,9.66
S05811,20,CSE,82,33,55,65,63,90,Female,9.19
S05812,23,CSE,47,47,79,68,70,64,Female,7.1
S05813,18,CSE,82,86,76,70,40,84,Male,6.55
S05814,18,CSE,90,92,40,74,60,66,Female,9.06
S05815,23,CSE,97,97,47,85,97,31,Male,7.97
S05816,18,CSE,65,68,97,46,47,36,Male,7.21
S05817,20,CSE,70,99,50,73,82,47,Female,8.0
S05818,19,CSE,65,48,45,41,67,50,Male,9.73
S05819,23,CSE,42,67,75,82,72,84,Male,9.13
S05820,24,CSE,98,53,67,78,69,85,Female,7.42
S05821,21,CSE,48,68,45,49,61,37,Male,5.4
S05822,24,CSE,30,59,64,78,49,89,Female,6.63
S05823,24,CSE,87,59,65,87,63,87,Female,8.65
S05824,23,CSE,36,91,48,47,55,70,Female,7.78
S05825,24,CSE,46,89,37,88,60,81,Male,7.64
S05826,19,CSE,54,34,86,67,62,62,Male,5.93
S05827,23,CSE,70,79,38,45,85,53,Male,6.44
S05828,20,CSE,81,78,62,71,93,71,Male,9.45
S05829,23,CSE,80,86,60,32,44,44,Female,7.63
S05830,21,CSE,50,57,96,75,55,57,Female,6.9
S05831,22,CSE,66,68,92,96,39,36,Female,8.65
S05832,24,CSE,71,30,55,87,52,53,Male,6.73
S05833,23,CSE,64,30,40,53,55,51,Female,6.98
S05834,22,CSE,82,91,46,31,52,67,Female,7.66
S05835,23,CSE,45,52,73,79,89,74,Male,9.67
S05836,19,CSE,44,65,56,45,71,76,Male,9.94
S05837,18,CSE,64,54,43,33,64,70,Female,5.13
S05838,23,CSE,64,30,74,72,93,50,Female,5.96
S05839,24,CSE,64,55,96,57,79,56,Male,8.47
S05840,18,CSE,76,40,49,82,76,58,Male,9.28
S05841,23,CSE,88,51,74,97,87,44,Female,5.96
S05842,18,CSE,97,69,32,36,72,58,Male,6.08
S05843,23,CSE,88,76,34,31,65,93,Male,9.22
S05844,24,CSE,70,94,66,85,72,51,Female,6.2
S05845,20,CSE,56,70,37,55,97,65,Male,9.87
S05846,21,CSE,77,61,51,52,72,65,Male,7.5
S05847,19,CSE,53,35,65,90,38,64,Male,6.65
S05848,24,CSE,83,94,41,88,87,41,Female,9.48
S05849,24,CSE,95,61,79,85,64,94,Male,9.87
S05850,23,CSE,88,87,70,33,67,52,Female,9.14
S05851,24,CSE,36,35,58,60,71,67,Male,6.03
S05852,19,CSE,73,56,72,31,58,93,Female,8.47
S05853,24,CSE,87,81,94,48,75,66,Male,9.49
S05854,24,CSE,63,53,96,53,68,84,Female,9.8
S05855,21,CSE,50,33,33,78,97,49,Female,9.34
S05856,21,CSE,90,84,34,96,82,81,Male,8.04
S05857,20,CSE,98,80,54,96,60,74,Male,5.27
S05858,19,CSE,80,77,79,53,30,81,Female,8.29
S05859,19,CSE,94,75,75,41,70,90,Female,5.02
S05860,19,CSE,77,95,98,52,55,32,Male,7.76
S05861,19,CSE,83,30,57,91,35,50,Female,6.27
S05862,22,CSE,48,64,50,49,94,70,Female,8.01
S05863,24,CSE,82,90,70,95,42,75,Male,6.26
S05864,19,CSE,82,71,73,53,52,73,Female,5.96
S05865,21,CSE,57,43,53,74,50,30,Female,7.49
S05866,24,CSE,75,86,35,87,63,76,Female,5.17
S05867,23,CSE,85,82,81,31,57,98,Male,8.66
S05868,21,CSE,42,91,57,71,66,30,Male,6.89
S05869,20,CSE,72,56,31,62,88,67,Male,5.1
S05870,21,CSE,32,43,97,81,68,50,Female,5.93
S05871,24,CSE,74,49,49,49,97,35,Female,9.53
S05872,20,CSE,84,93,32,37,51,68,Male,7.44
S05873,22,CSE,69,73,81,79,33,81,Female,9.94
S05874,23,CSE,90,98,45,34,71,66,Male,9.91
S05875,19,CSE,58,52,53,99,57,69,Male,7.38
S05876,19,CSE,76,44,90,77,95,62,Male,9.56
S05877,18,CSE,62,67,78,74,82,58,Male,7.51
S05878,22,CSE,82,54,80,92,60,49,Male,9.62
S05879,21,CSE,75,71,60,67,93,55,Male,5.08
S05880,20,CSE,65,68,65,94,76,36,Male,8.6
S05881,19,CSE,51,53,92,67,85,71,Male,5.69
S05882,20,CSE,39,40,78,55,32,79,Female,6.05
S05883,19,CSE,30,80,89,38,76,89,Male,6.18
S05884,21,CSE,40,56,93,55,98,89,Male,8.51
S05885,18,CSE,43,33,56,89,49,80,Male,8.26
S05886,19,CSE,53,36,37,90,82,82,Female,5.93
S05887,20,CSE,88,53,61,35,61,57,Female,6.43
S05888,21,CSE,97,40,75,98,90,90,Female,7.44
S05889,18,CSE,69,38,63,40,31,92,Male,6.87
S05890,23,CSE,82,59,34,83,63,33,Female,6.62
S05891,24,CSE,39,90,71,99,89,31,Male,5.56
S05892,23,CSE,99,67,42,73,36,52,Male,8.92
S05893,19,CSE,83,85,47,95,77,96,Female,8.14
S05894,23,CSE,61,30,64,46,75,70,Male,6.13
S05895,22,CSE,67,86,33,33,86,70,Female,5.54
S05896,18,CSE,81,55,55,83,52,37,Female,6.09
S05897,23,CSE,98,85,85,81,33,52,Male,9.37
S05898,23,CSE,79,93,70,42,91,94,Female,7.89
S05899,23,CSE,60,53,61,78,98,98,Male,6.82
S05900,22,CSE,60,85,36,73,99,40,Female,7.34
S05901,21,CSE,34,63,86,66,90,87,Female,8.58
S05902,19,CSE,48,74,74,91,30,73,Male,8.5
S05903,20,CSE,90,98,56,86,95,47,Female,8.86
S05904,21,CSE,61,33,61,82,98,77,Female,6.08
S05905,19,CSE,84,76,59,58,77,76,Female,6.72
S05906,20,CSE,64,44,98,98,80,68,Female,7.48
S05907,18,CSE,49,76,67,56,78,34,Male,7.72
S05908,24,CSE,58,43,40,80,77,72,Male,6.51
S05909,19,CSE,95,62,70,93,88,89,Female,7.81
S05910,23,CSE,50,76,43,85,30,34,Female,9.84
S05911,20,CSE,82,92,30,38,87,54,Male,6.75
S05912,24,CSE,64,86,97,30,78,33,Male,6.08
S05913,20,CSE,47,60,33,67,45,38,Male,7.75
S05914,23,CSE,65,58,39,31,93,77,Male,8.61
S05915,22,CSE,50,36,99,58,59,53,Male,5.22
S05916,18,CSE,67,52,34,39,58,85,Female,5.71
S05917,21,CSE,68,31,44,99,68,37,Female,7.86
S05918,22,CSE,71,56,81,98,39,58,Male,5.58
S05919,19,CSE,91,41,75,59,74,37,Female,7.37
S05920,19,CSE,46,66,56,78,77,65,Male,6.0
S05921,24,CSE,57,44,87,48,31,73,Female,8.48
S05922,18,CSE,47,63,82,68,77,56,Male,9.82
S05923,19,CSE,88,65,67,94,63,37,Male,8.53
S05924,20,CSE,88,60,49,40,48,62,Male,9.77
S05925,21,CSE,92,40,62,82,74,98,Male,5.04
S05926,21,CSE,83,96,83,47,79,69,Male,9.32
S05927,24,CSE,67,59,87,38,64,39,Male,5.68
S05928,24,CSE,87,44,30,66,33,48,Female,9.49
S05929,23,CSE,93,75,88,32,70,54,Male,5.77
S05930,20,CSE,60,73,46,51,61,68,Female,10.0
S05931,19,CSE,41,63,35,95,74,77,Female,5.17
S05932,21,CSE,66,88,40,38,96,77,Female,5.77
S05933,20,CSE,37,85,49,74,87,85,Male,8.21
S05934,22,CSE,79,32,37,67,57,58,Female,9.62
S05935,24,CSE,97,74,86,90,75,87,Female,7.63
S05936,20,CSE,72,58,68,64,49,61,Female,6.46
S05937,21,CSE,59,34,49,59,88,69,Male,9.07
S05938,24,CSE,92,70,31,48,75,78,Male,8.79
S05939,18,CSE,38,75,68,87,74,85,Female,9.76
S05940,21,CSE,36,79,32,70,40,65,Male,8.31
S05941,22,CSE,53,45,43,73,34,59,Male,6.64
S05942,24,CSE,86,55,50,31,69,85,Female,6.3
S05943,20,CSE,79,70,63,97,81,79,Male,6.01
S05944,20,CSE,93,87,61,75,79,30,Male,8.91
S05945,23,CSE,71,90,59,30,83,49,Male,5.44
S05946,23,CSE,39,43,43,32,94,62,Female,7.18
S05947,20,CSE,31,94,91,52,63,74,Male,6.14
S05948,23,CSE,41,74,40,85,94,40,Male,5.47
S05949,18,CSE,33,61,34,79,82,36,Female,6.52
S05950,22,CSE,37,36,85,95,82,92,Male,9.0
S05951,22,CSE,45,92,48,87,34,38,Female,8.21
S05952,18,CSE,67,43,55,47,92,86,Male,8.28
S05953,18,CSE,46,62,67,74,80,81,Male,9.29
S05954,18,CSE,92,71,82,83,43,58,Male,8.65
S05955,20,CSE,54,47,49,96,53,76,Female,6.12
S05956,24,CSE,71,81,44,46,54,67,Male,5.65
S05957,18,CSE,87,79,91,59,99,30,Male,6.34
S05958,20,CSE,78,51,74,66,73,95,Male,9.1
S05959,22,CSE,78,67,31,33,90,75,Female,7.92
S05960,19,CSE,61,73,71,89,33,35,Male,5.51
S05961,22,CSE,64,30,74,80,91,35,Female,7.37
S05962,23,CSE,56,78,83,68,66,55,Female,8.28
S05963,22,CSE,38,79,75,38,83,64,Male,6.48
S05964,20,CSE,57,52,98,79,48,53,Male,8.64
S05965,24,CSE,54,50,57,91,98,50,Male,5.74
S05966,23,CSE,79,73,35,47,99,94,Female,7.27
S05967,24,CSE,53,56,85,89,70,69,Male,7.68
S05968,23,CSE,50,83,58,98,86,63,Male,8.2
S05969,20,CSE,92,81,66,71,81,50,Male,7.14
S05970,23,CSE,95,32,64,62,79,64,Female,6.85
S05971,24,CSE,43,35,76,77,51,84,Male,8.02
S05972,22,CSE,77,52,69,66,47,54,Male,5.8
S05973,19,CSE,68,81,61,73,49,42,Male,7.57
S05974,21,CSE,91,47,82,31,45,37,Male,6.11
S05975,18,CSE,82,34,65,70,59,93,Male,7.55
S05976,19,CSE,63,94,64,71,57,35,Female,5.49
S05977,22,CSE,34,39,69,75,61,71,Female,5.12
S05978,23,CSE,66,61,53,58,38,82,Male,9.55
S05979,24,CSE,61,98,55,40,98,95,Female,9.65
S05980,23,CSE,73,85,33,98,65,43,Female,7.55
S05981,22,CSE,67,90,75,47,38,94,Female,9.64
S05982,23,CSE,67,39,33,52,76,62,Female,7.68
S05983,20,CSE,34,52,78,48,53,35,Female,7.96
S05984,24,CSE,95,39,75,87,91,66,Female,8.88
S05985,21,CSE,38,46,73,59,63,53,Female,7.54
S05986,22,CSE,72,86,60,76,87,84,Female,7.28
S05987,23,CSE,66,93,94,75,37,71,Female,6.97
S05988,21,CSE,53,71,61,30,61,64,Male,6.32
S05989,23,CSE,40,49,45,99,78,56,Female,7.19
S05990,18,CSE,68,99,43,65,87,83,Female,5.32
S05991,24,CSE,71,84,97,92,92,80,Male,7.41
S05992,18,CSE,61,99,39,49,83,94,Female,7.41
S05993,24,CSE,47,89,91,81,61,77,Male,7.07
S05994,23,CSE,68,38,73,77,86,73,Female,9.1
S05995,20,CSE,49,98,86,50,52,81,Female,5.55
S05996,21,CSE,53,86,83,32,74,45,Female,9.68
S05997,24,CSE,96,97,41,45,60,84,Male,8.86
S05998,19,CSE,39,73,49,81,51,43,Male,9.91
S05999,20,CSE,93,98,45,65,62,70,Female,9.3
S06000,22,CSE,59,94,44,38,52,41,Male,7.64
S06001,19,CSE,49,51,45,92,88,95,Male,7.36
S06002,23,CSE,68,54,63,49,95,81,Male,5.36
S06003,22,CSE,88,80,91,55,66,93,Female,8.43
S06004,22,CSE,68,35,87,61,42,79,Male,5.01
S06005,18,CSE,53,68,87,63,37,96,Female,7.76
S06006,21,CSE,71,68,36,98,96,35,Female,8.31
S06007,20,CSE,43,88,91,55,74,50,Female,6.65
S06008,23,CSE,51,97,90,52,53,46,Male,5.8
S06009,22,CSE,72,95,57,73,35,96,Female,9.42
S06010,24,CSE,31,83,65,81,52,43,Male,5.1
S06011,21,CSE,73,51,71,59,92,33,Male,5.49
S06012,24,CSE,36,81,60,68,90,31,Male,8.01
S06013,19,CSE,52,51,53,41,94,53,Male,5.45
S06014,21,CSE,43,63,88,77,66,77,Female,6.47
S06015,19,CSE,60,64,81,89,87,62,Male,6.0
S06016,24,CSE,66,64,69,89,57,80,Female,6.18
S06017,20,CSE,65,97,49,42,64,38,Female,5.9
S06018,19,CSE,31,69,65,46,85,90,Female,7.81
S06019,20,CSE,50,31,50,42,92,80,Female,9.34
S06020,21,CSE,69,87,39,78,66,58,Female,6.08
S06021,18,CSE,53,80,64,96,76,49,Female,8.13
S06022,23,CSE,59,34,42,33,54,44,Female,5.58
S06023,19,CSE,82,57,42,85,36,68,Female,8.24
S06024,18,CSE,97,78,79,59,74,82,Female,7.53
S06025,22,CSE,84,99,44,37,38,98,Male,6.26
S06026,24,CSE,49,55,94,85,78,73,Male,7.73
S06027,18,CSE,43,55,82,74,65,50,Male,9.41
S06028,22,CSE,85,98,39,51,93,99,Female,6.86
S06029,20,CSE,60,95,42,35,30,48,Male,7.06
S06030,18,CSE,32,60,86,57,34,37,Female,6.88
S06031,18,CSE,66,50,80,32,69,54,Female,8.38
S06032,18,CSE,88,51,92,77,65,90,Male,5.75
S06033,20,CSE,36,77,48,40,76,83,Male,6.53
S06034,22,CSE,92,55,48,58,99,83,Male,8.68
S06035,24,CSE,80,92,65,63,45,69,Female,8.2
S06036,24,CSE,66,38,95,35,99,54,Female,7.3
S06037,23,CSE,33,73,71,92,55,70,Male,8.69
S06038,23,CSE,70,94,90,83,56,37,Male,5.98
S06039,20,CSE,42,58,84,89,88,45,Female,8.34
S06040,18,CSE,32,82,87,73,85,88,Male,5.59
S06041,23,CSE,93,80,50,38,55,56,Female,7.52
S06042,18,CSE,34,86,86,73,52,50,Male,6.44
S06043,23,CSE,88,85,91,37,77,75,Male,5.77
S06044,18,CSE,44,70,84,46,42,48,Male,5.01
S06045,22,CSE,58,41,47,53,35,43,Male,9.51
S06046,19,CSE,97,84,44,76,67,50,Male,6.03
S06047,22,CSE,80,91,91,73,65,84,Male,9.24
